timestamp,flow:200
1604037603600,0
1604037614400,0
1604037625200,0
1604037632400,0
1604037643200,0
1604037654000,0
1604037664800,0
1604037675600,0
1604037682800,0
1604037693600,0
1604037704400,0
1604037715200,0
1604037722400,0
1604037740400,0
1604037744000,0
1604037754800,0
1604037762000,0
1604037772800,0
1604037783600,0
1604037794400,0
1604037805200,0
1604037812400,0
1604037823200,0
1604037834000,0
1604037844800,0
1604037852000,0.611699
1604037862800,1.056072
1604037873600,1.07253
1604037884400,1.091731
1604037891600,0.91069
1604037902400,0
1604037913200,0
1604037924000,0.669303
1604037934800,1.042357
1604037942000,1.058815
1604037952800,1.064301
1604037963600,0.880517
1604037974400,0
1604037981600,0
1604037992400,0
1604038003200,0
1604038014000,0
1604038024800,0
1604038032000,0
1604038042800,0.987496
1604038053600,2.967973
1604038064400,2.987174
1604038071600,2.995403
1604038082400,1.377008
1604038093200,0
1604038104000,0
1604038114800,0
1604038122000,0
1604038132800,0
1604038143600,0
1604038154400,0
1604038165200,0
1604038172400,0
1604038183200,0
1604038194000,0
1604038204800,0
1604038212000,0
1604038222800,0
1604038233600,0
1604038251600,0
1604038255200,0
1604038262400,0
1604038273200,0
1604038284000,0
1604038294800,0
1604038302000,0
1604038312800,0
1604038323600,0
1604038334400,0
1604038341600,0
1604038359600,0
1604038363200,0
1604038374000,0
1604038384800,0
1604038392000,0
1604038402800,0
1604038413600,0
1604038424400,0
1604038435200,0
1604038442400,0
1604038453200,0
1604038464000,0
1604038474800,0
1604038482000,0
1604038492800,0
1604038503600,0
1604038525200,0
1604038532400,0
1604038543200,0
1604038554000,0
1604038564800,0
1604038572000,0.562324
1604038582800,0.213957
1604038593600,0
1604038604400,0
1604038615200,0
1604038622400,0
1604038633200,0
1604038644000,0
1604038654800,0.329165
1604038662000,1.00944
1604038672800,0.137152
1604038683600,0.167326
1604038694400,0.175555
1604038705200,0.172812
1604038712400,0.159097
1604038723200,0.16184
1604038734000,0.002743
1604038744800,0
1604038752000,0
1604038762800,0
1604038773600,0
1604038784400,0
1604038795200,0
1604038802400,0
1604038813200,0
1604038824000,0
1604038834800,0
1604038842000,0
1604038852800,0
1604038863600,0.298992
1604038874400,0.172812
1604038881600,0
1604038892400,0
1604038903200,0
1604038914000,0
1604038924800,0
1604038932000,0.041146
1604038942800,0.139895
1604038953600,0.260589
1604038964400,0.430658
1604038971600,0.041146
1604038982400,0
1604038993200,0.359339
1604039004000,0.172812
1604039014800,0.389512
1604039022000,0.66656
1604039032800,0.392255
1604039043600,0.466317
1604039054400,0.27979
1604039065200,0
1604039072400,0
1604039083200,0
1604039094000,0
1604039104800,0
1604039115600,0
1604039122800,0
1604039133600,0
1604039144400,0
1604039155200,0
1604039162400,0
1604039173200,0
1604039184000,0
1604039194800,0
1604039202000,0
1604039212800,0
1604039223600,0
1604039234400,0
1604039245200,0
1604039252400,0
1604039263200,0
1604039274000,0
1604039284800,0.117951
1604039292000,0.427915
1604039302800,0.425172
1604039313600,0.425172
1604039324400,0.474547
1604039335200,0.543123
1604039342400,0.548609
1604039353200,0.551352
1604039364000,0.545866
1604039374800,0.548609
1604039382000,0.554095
1604039392800,0.551352
1604039403600,0.54038
1604039414400,0.54038
1604039421600,0.543123
1604039432400,0.554095
1604039443200,0.548609
1604039454000,0.551352
1604039464800,0.54038
1604039472000,0.548609
1604039482800,0.545866
1604039493600,0.545866
1604039504400,0.554095
1604039511600,0.032917
1604039522400,0
1604039533200,0
1604039544000,0
1604039554800,0
1604039562000,0
1604039572800,0
1604039583600,0
1604039594400,0
1604039605200,0
1604039612400,0
1604039623200,0
1604039634000,0.389512
1604039644800,0.781767
1604039652000,0.47729
1604039662800,0.447116
1604039673600,0.373054
1604039684400,0.493748
1604039695200,0.496491
1604039702400,0.491005
1604039713200,0.482776
1604039724000,0.482776
1604039734800,0.482776
1604039742000,0.485519
1604039752800,0.488262
1604039763600,0.491005
1604039774400,0.493748
1604039785200,0.488262
1604039792400,0.491005
1604039803200,0.482776
1604039814000,0.480033
1604039824800,0.482776
1604039835600,0.488262
1604039842800,0.499234
1604039853600,0.493748
1604039864400,0.60347
1604039875200,0.002743
1604039882400,0
1604039893200,0
1604039904000,0
1604039914800,0
1604039922000,0
1604039932800,0
1604039943600,0
1604039954400,0
1604039961600,0
1604039972400,0
1604039983200,0
1604039994000,0
1604040004800,0
1604040015600,0
1604040022800,0.430658
1604040033600,0.386769
1604040044400,0
1604040051600,0.030173
1604040062400,0.965551
1604040073200,3.554984
1604040084000,3.645505
1604040094800,3.124327
1604040102000,2.96523
1604040112800,1.031384
1604040123600,0.554095
1604040134400,0.010972
1604040145200,0.449859
1604040152400,0
1604040174000,0.493748
1604040184800,0.523921
1604040195600,0.877774
1604040202800,1.272772
1604040213600,0.759823
1604040224400,1.305689
1604040242400,1.503188
1604040253200,1.07253
1604040264000,0.551352
1604040274800,0.416943
1604040285600,0.53215
1604040292800,0.082291
1604040303600,0.194756
1604040314400,0.208471
1604040325200,0.200242
1604040332400,0.159097
1604040343200,0.359339
1604040354000,0.071319
1604040364800,0.416943
1604040375600,0.013715
1604040382800,0.255103
1604040393600,0.205728
1604040404400,0.293506
1604040411600,0.72965
1604040422400,0.696733
1604040433200,0.702219
1604040444000,0.233159
1604040454800,0
1604040462000,0
1604040472800,0
1604040483600,0.628157
1604040505200,0.576039
1604040512400,0.765309
1604040523200,0.238645
1604040534000,0.60347
1604040544800,0.172812
1604040552000,0.447116
1604040562800,0.59524
1604040573600,0
1604040584400,0
1604040591600,0
1604040602400,0
1604040613200,0
1604040624000,0
1604040634800,0
1604040642000,0
1604040652800,0
1604040663600,0
1604040681600,0
1604040692400,0
1604040703200,0
1604040714000,0
1604040724800,0
1604040732000,0
1604040742800,0
1604040753600,0
1604040764400,0
1604040771600,0
1604040782400,0
1604040793200,0
1604040804000,0
1604040814800,0
1604040822000,0
1604040832800,0
1604040843600,0
1604040854400,0
1604040865200,0
1604040872400,0
1604040883200,0
1604040894000,0
1604040904800,0
1604040912000,0
1604040922800,0
1604040933600,0
1604040944400,0
1604040955200,0
1604040962400,0
1604040973200,0
1604040984000,0
1604040994800,0
1604041002000,0
1604041012800,0
1604041023600,0
1604041034400,0
1604041045200,0
1604041052400,0
1604041063200,0
1604041074000,0
1604041084800,0
1604041092000,0
1604041102800,0
1604041113600,0
1604041124400,0
1604041131600,0
1604041142400,0
1604041153200,0
1604041164000,0
1604041174800,0
1604041182000,0
1604041192800,0
1604041203600,0
1604041214400,0
1604041225200,0
1604041232400,0
1604041243200,0
1604041261200,0
1604041264800,0
1604041272000,0
1604041282800,0
1604041293600,0
1604041304400,0
1604041315200,0
1604041322400,0
1604041333200,0
1604041344000,0
1604041354800,0
1604041362000,0
1604041372800,0
1604041383600,0
1604041394400,0
1604041401600,0
1604041412400,0
1604041423200,0
1604041434000,0
1604041444800,0
1604041455600,0
1604041462800,0
1604041480800,0
1604041484400,0
1604041495200,0
1604041502400,0
1604041513200,0
1604041524000,0
1604041534800,0
1604041545600,0
1604041552800,0
1604041563600,0
1604041574400,0
1604041585200,0
1604041592400,0
1604041603200,0
1604041614000,0
1604041624800,0
1604041635600,0
1604041642800,0
1604041653600,0
1604041664400,0
1604041675200,0
1604041682400,0
1604041693200,0
1604041704000,0
1604041714800,0
1604041722000,0.976523
1604041740000,1.511417
1604041743600,0.899718
1604041754400,0
1604041761600,0
1604041772400,0
1604041783200,0
1604041794000,0
1604041804800,0
1604041822800,0
1604041833600,0
1604041844400,0
1604041851600,0
1604041862400,0
1604041873200,0
1604041884000,0
1604041894800,0
1604041902000,0
1604041912800,0
1604041923600,0
1604041934400,0
1604041945200,0
1604041952400,0
1604041963200,0
1604041974000,0
1604041984800,0
1604041992000,0
1604042002800,0
1604042013600,0
1604042024400,0.394998
1604042031600,3.047521
1604042042400,3.143528
1604042053200,3.074952
1604042064000,1.599194
1604042074800,1.555306
1604042082000,1.256314
1604042092800,1.60468
1604042103600,1.245342
1604042114400,1.23437
1604042121600,1.302946
1604042132400,1.571764
1604042143200,1.522389
1604042154000,1.209682
1604042164800,1.201453
1604042172000,1.201453
1604042182800,1.193224
1604042193600,1.184995
1604042204400,1.176766
1604042215200,1.184995
1604042222400,1.182252
1604042233200,1.187738
1604042244000,1.184995
1604042254800,1.179509
1604042262000,1.179509
1604042272800,1.182252
1604042283600,1.17128
1604042294400,1.174023
1604042301600,1.184995
1604042312400,1.184995
1604042323200,1.179509
1604042334000,1.17128
1604042344800,1.174023
1604042352000,1.176766
1604042362800,1.176766
1604042373600,1.179509
1604042384400,1.176766
1604042395200,1.174023
1604042402400,1.176766
1604042413200,1.182252
1604042424000,1.174023
1604042434800,1.179509
1604042442000,1.165793
1604042452800,1.179509
1604042463600,1.179509
1604042474400,1.179509
1604042485200,1.168537
1604042492400,1.182252
1604042503200,1.176766
1604042514000,1.17128
1604042524800,1.174023
1604042535600,1.174023
1604042542800,1.17128
1604042553600,1.168537
1604042564400,1.184995
1604042575200,1.184995
1604042582400,1.176766
1604042593200,1.160307
1604042604000,1.160307
1604042614800,1.165793
1604042625600,1.174023
1604042632800,1.179509
1604042643600,1.165793
1604042654400,1.16305
1604042665200,1.165793
1604042672400,1.160307
1604042683200,1.17128
1604042694000,1.176766
1604042704800,1.176766
1604042715600,1.17128
1604042722800,1.16305
1604042733600,1.157564
1604042744400,1.165793
1604042755200,1.168537
1604042762400,1.168537
1604042773200,1.17128
1604042784000,1.17128
1604042794800,1.168537
1604042802000,1.160307
1604042812800,1.014926
1604042823600,0
1604042834400,0
1604042845200,0
1604042852400,0
1604042863200,0
1604042874000,0
1604042884800,0
1604042892000,0
1604042902800,0
1604042913600,0
1604042924400,0
1604042935200,0
1604042942400,0
1604042953200,0
1604042964000,0
1604042974800,0
1604042982000,0
1604042992800,0
1604043003600,0
1604043014400,0
1604043025200,0
1604043032400,0
1604043043200,0
1604043054000,0
1604043064800,0
1604043075600,0
1604043082800,0
1604043093600,0
1604043104400,0.337394
1604043115200,0.877774
1604043122400,0.28802
