timestamp,flow:200
1604043133200,0.010972
1604043144000,0
1604043154800,0
1604043165600,0
1604043172800,0
1604043183600,0
1604043194400,0
1604043205200,0
1604043212400,0
1604043223200,0
1604043234000,0
1604043244800,0
1604043252000,0
1604043262800,0
1604043273600,0
1604043284400,0
1604043295200,0
1604043302400,0
1604043313200,0
1604043324000,0
1604043334800,0
1604043345600,0
1604043352800,0
1604043363600,0
1604043374400,0
1604043385200,0
1604043392400,0
1604043403200,0
1604043414000,0
1604043424800,0
1604043435600,0
1604043442800,0
1604043453600,0
1604043464400,0
1604043475200,0
1604043482400,0
1604043493200,0
1604043504000,0
1604043514800,0
1604043522000,0
1604043532800,0
1604043543600,0
1604043554400,0
1604043565200,0
1604043572400,0
1604043583200,0
1604043594000,0
1604043604800,0
1604043612000,0
1604043622800,0
1604043633600,0
1604043644400,0.44163
1604043655200,0
1604043662400,0
1604043673200,0
1604043684000,0
1604043694800,0.66656
1604043702000,1.516903
1604043712800,1.525132
1604043723600,2.55926
1604043734400,3.582415
1604043741600,1.4785
1604043752400,1.357807
1604043763200,1.330376
1604043774000,1.313918
1604043784800,1.305689
1604043792000,1.29746
1604043802800,1.294717
1604043813600,1.291973
1604043824400,1.278258
1604043831600,1.272772
1604043842400,1.270029
1604043853200,1.272772
1604043864000,1.264543
1604043874800,1.270029
1604043882000,1.270029
1604043892800,1.2618
1604043903600,1.250828
1604043914400,1.259057
1604043925200,1.259057
1604043932400,1.256314
1604043943200,1.253571
1604043954000,1.223397
1604043964800,0.021944
1604043972000,0
1604043982800,0
1604043993600,0
1604044004400,0
1604044015200,0
1604044022400,0
1604044033200,0
1604044044000,0
1604044054800,0
1604044062000,0
1604044072800,0
1604044083600,0
1604044094400,0
1604044108800,0
1604044112400,0
1604044123200,0
1604044134000,0
1604044144800,0
1604044152000,0
1604044162800,0
1604044173600,0
1604044184400,0
1604044195200,0
1604044202400,0
1604044213200,0
1604044224000,0
1604044234800,0
1604044242000,0
1604044252800,0
1604044263600,0
1604044274400,0
1604044285200,0
1604044292400,0
1604044303200,0
1604044314000,0
1604044324800,0
1604044332000,0
1604044342800,0
1604044353600,0
1604044364400,0
1604044375200,0
1604044382400,0
1604044393200,0
1604044404000,0
1604044414800,0
1604044422000,0
1604044432800,0
1604044443600,0
1604044454400,0
1604044461600,0
1604044472400,0
1604044483200,0
1604044494000,0
1604044504800,0
1604044512000,0
1604044522800,0
1604044533600,0
1604044544400,0
1604044555200,0
1604044562400,0
1604044573200,0
1604044584000,0
1604044594800,0
1604044602000,0
1604044612800,0
1604044623600,0
1604044634400,0
1604044641600,0
1604044652400,0
1604044663200,0
1604044674000,0
1604044684800,0
1604044702800,0
1604044713600,0
1604044724400,0
1604044735200,0
1604044742400,0
1604044753200,0
1604044764000,0
1604044774800,0
1604044782000,0
1604044792800,0
1604044803600,0
1604044814400,0
1604044825200,0
1604044832400,0
1604044843200,0
1604044854000,0
1604044864800,0
1604044872000,0
1604044882800,0
1604044893600,0
1604044904400,0
1604044915200,0
1604044922400,0
1604044940400,0
1604044944000,0
1604044954800,0
1604044962000,0
1604044972800,0
1604044983600,0
1604044994400,0
1604045001600,0
1604045012400,0
1604045023200,0
1604045034000,0
1604045044800,0
1604045052000,0
1604045070000,0
1604045073600,0
1604045084400,0
1604045095200,0
1604045102400,0
1604045113200,0
1604045124000,0
1604045134800,0
1604045142000,0
1604045152800,0
1604045163600,0
1604045174400,0
1604045185200,0
1604045192400,0
1604045203200,0
1604045214000,0
1604045224800,0
1604045232000,0
1604045242800,0
1604045253600,0
1604045264400,0
1604045275200,0
1604045282400,0
1604045293200,0
1604045304000,0
1604045314800,0
1604045322000,0
1604045332800,0
1604045343600,0
1604045354400,0
1604045361600,0
1604045372400,0
1604045383200,0
1604045394000,0
1604045404800,0
1604045412000,0
1604045422800,0
1604045433600,0
1604045444400,0
1604045455200,0
1604045462400,0
1604045473200,0
1604045484000,0
1604045494800,0
1604045502000,0
1604045512800,0
1604045523600,0
1604045534400,0
1604045541600,0
1604045552400,0
1604045563200,0
1604045574000,0
1604045584800,0
1604045592000,0
1604045602800,0
1604045613600,0
1604045624400,0
1604045635200,0
1604045642400,0
1604045653200,0
1604045664000,0
1604045674800,0
1604045682000,0
1604045692800,0
1604045703600,0
1604045714400,0
1604045721600,0
1604045732400,0
1604045743200,0
1604045754000,0
1604045764800,0
1604045772000,0
1604045782800,0
1604045793600,0
1604045804400,0
1604045815200,0
1604045822400,0
1604045833200,0
1604045844000,0
1604045854800,0
1604045862000,0
1604045872800,0
1604045883600,0
1604045894400,0
1604045905200,0
1604045912400,0
1604045923200,0
1604045934000,0
1604045944800,0
1604045952000,0
1604045962800,0
1604045973600,0
1604045984400,0
1604045995200,0
1604046002400,0
1604046013200,0
1604046024000,0
1604046034800,0
1604046045600,0
1604046052800,0
1604046063600,0
1604046074400,0
1604046085200,0
1604046092400,0
1604046103200,0
1604046114000,0
1604046124800,0
1604046135600,0
1604046142800,0
1604046153600,0
1604046164400,0
1604046175200,0
1604046182400,0
1604046193200,0
1604046204000,0
1604046214800,0
1604046225600,0
1604046232800,0
1604046243600,0
1604046254400,0
1604046265200,0
1604046272400,0
1604046283200,0
1604046294000,0
1604046304800,0
1604046315600,0
1604046322800,0
1604046333600,0
1604046344400,0
1604046355200,0
1604046362400,0
1604046373200,0
1604046384000,0
1604046394800,0
1604046405600,0
1604046412800,0
1604046423600,0
1604046434400,0
1604046448800,0
1604046452400,0.208471
1604046463200,1.547077
1604046474000,1.522389
1604046484800,0.200242
1604046495600,0
1604046502800,0
1604046513600,0
1604046524400,0
1604046535200,0
1604046542400,0
1604046553200,0
1604046564000,0
1604046574800,0
1604046585600,0
1604046592800,0
1604046603600,0
1604046614400,0
1604046625200,0
1604046632400,0
1604046643200,0
1604046654000,0
1604046664800,0
1604046675600,0
1604046682800,0
1604046693600,0
1604046704400,0
1604046715200,0
1604046722400,0
1604046733200,0
1604046744000,0
1604046754800,0
1604046765600,0
1604046772800,0
1604046783600,0
1604046794400,0
1604046805200,0
1604046816000,0
1604046823200,0
1604046834000,0
1604046844800,0
1604046855600,0
1604046862800,0
1604046873600,0
1604046884400,0
1604046895200,0
1604046902400,0
1604046913200,0
1604046924000,0
1604046934800,0
1604046945600,0
1604046952800,0
1604046963600,0
1604046974400,0
1604046985200,0
1604046996000,0
1604047003200,0
1604047014000,0
1604047024800,0
1604047035600,0
1604047042800,0
1604047053600,0
1604047064400,0
1604047075200,0
1604047082400,0
1604047093200,0
1604047104000,0
1604047114800,0
1604047125600,0
1604047132800,0
1604047143600,0
1604047154400,0
1604047165200,0
1604047172400,0
1604047183200,0
1604047194000,0
1604047204800,0
1604047215600,0
1604047222800,0
1604047233600,0
1604047244400,0
1604047255200,0
1604047262400,0
1604047273200,0
1604047284000,0
1604047294800,0
1604047305600,0
1604047312800,0
1604047323600,0
1604047334400,0
1604047345200,0
1604047352400,0
1604047363200,0
1604047374000,0
1604047384800,0
1604047395600,0
1604047402800,0
1604047413600,0
1604047424400,0
1604047435200,0
1604047442400,0
1604047453200,0
1604047464000,0
1604047474800,0
1604047485600,0
1604047492800,0
1604047503600,0
1604047514400,0
1604047525200,0
1604047532400,0
1604047543200,0
1604047554000,0
1604047564800,0
1604047575600,0
1604047582800,0
1604047593600,0
1604047604400,0
1604047615200,0
1604047622400,0
1604047633200,0
1604047644000,0
1604047654800,0
1604047662000,0
1604047672800,0
1604047683600,0
1604047694400,0
1604047705200,0
1604047712400,0
1604047723200,0
1604047734000,0
1604047744800,0
1604047752000,0
1604047762800,0
1604047773600,0
1604047784400,0
1604047791600,0
1604047802400,0
1604047813200,0
1604047824000,0
1604047834800,0
1604047842000,0
1604047852800,0
1604047863600,0
1604047874400,0
1604047885200,0
1604047892400,0
1604047903200,0
1604047914000,0
1604047924800,0
1604047932000,0
1604047942800,0
1604047964400,0
1604047971600,0
1604047982400,0
1604047993200,0
1604048004000,0
1604048014800,0
1604048022000,0
1604048032800,0
1604048043600,0
1604048054400,0
1604048061600,0
1604048072400,0
1604048083200,0
1604048094000,0
1604048104800,0
1604048112000,0
1604048122800,0
1604048133600,0
1604048144400,0
1604048151600,0
1604048162400,0
1604048173200,0
1604048184000,0
1604048194800,0
1604048202000,0
1604048212800,0
1604048223600,0
1604048234400,0
1604048245200,0
1604048252400,0
1604048263200,0
1604048274000,0
1604048284800,0
1604048295600,0
1604048302800,0
1604048313600,0
1604048324400,0
1604048335200,0
1604048342400,0
1604048353200,0
1604048371200,0
1604048374800,0
1604048382000,0
1604048392800,0
1604048403600,0
1604048414400,0
1604048421600,0
1604048432400,0
1604048443200,0
1604048454000,0
1604048464800,0
1604048472000,0
1604048482800,0
1604048493600,0
1604048504400,0
1604048515200,0
1604048522400,0
1604048533200,0
1604048544000,0
1604048554800,0
1604048562000,0
1604048572800,0
1604048583600,0
1604048594400,0
1604048601600,0
1604048612400,0
1604048634000,0
1604048644800,0
1604048652000,0
1604048662800,0
1604048673600,0
1604048684400,0
1604048691600,0
1604048702400,0
1604048713200,0
1604048724000,0
1604048734800,0
1604048742000,0
1604048752800,0
1604048763600,0
1604048774400,0
1604048785200,0
1604048792400,0
1604048803200,0
1604048814000,0
1604048824800,0
1604048835600,0
1604048842800,0
1604048853600,0
1604048864400,0
1604048875200,0
1604048882400,0
1604048904000,0
1604048914800,0
1604048922000,0
1604048932800,0
1604048943600,0
1604048954400,0
1604048961600,0
1604048972400,0
1604048983200,0
1604048994000,0
1604049004800,0
1604049012000,0
1604049022800,0
1604049033600,0
1604049044400,0
1604049055200,0
1604049062400,0
1604049073200,0
1604049084000,0
1604049094800,0
1604049102000,0
1604049112800,0
1604049123600,0
1604049134400,0
1604049145200,0
1604049163200,0
1604049174000,0
1604049184800,0
1604049195600,0
1604049202800,0
1604049213600,0.754337
1604049224400,1.527875
1604049235200,1.16305
1604049242400,0
1604049253200,0
1604049264000,0
1604049274800,0
1604049282000,0
1604049292800,0
1604049303600,0
1604049314400,0
1604049325200,0
1604049332400,0
1604049343200,0
1604049354000,0
1604049364800,0
1604049375600,0
1604049382800,0
1604049393600,0
1604049404400,0
1604049415200,0
1604049422400,0
1604049433200,0
1604049444000,0
1604049454800,0
1604049465600,0
1604049472800,0
1604049483600,0
1604049494400,0
1604049505200,0
1604049512400,0
1604049523200,0
1604049534000,0
1604049544800,0
1604049552000,0
1604049562800,0
1604049580800,0
1604049584400,0
1604049595200,0
1604049602400,0
1604049613200,0
1604049631200,0
1604049634800,0
1604049642000,0
1604049652800,0
1604049663600,0
1604049674400,0
1604049685200,0
1604049692400,0
1604049703200,0
1604049714000,0
1604049724800,0
1604049735600,0
1604049742800,0
1604049764400,0
1604049775200,0
1604049782400,0
1604049793200,0
1604049804000,0
1604049814800,0
1604049825600,0
1604049832800,0
1604049843600,0
1604049854400,0
1604049865200,0
1604049872400,0
1604049883200,0
1604049894000,0
1604049904800,0
1604049915600,0
1604049922800,0
1604049933600,0
1604049944400,0
1604049955200,0
1604049962400,0
1604049973200,0
1604049984000,0
1604049994800,0
1604050012800,0
1604050023600,0
1604050034400,0
1604050045200,0
1604050052400,0
1604050063200,0
1604050074000,0
1604050084800,0
1604050092000,0
1604050102800,0
1604050113600,0
1604050124400,0
1604050135200,0
1604050142400,0
1604050153200,0
1604050164000,0
1604050174800,0
1604050182000,0
1604050192800,0
1604050203600,0
1604050214400,0
1604050225200,0
1604050232400,0
1604050243200,0
1604050254000,0
1604050264800,0
1604050272000,0
1604050282800,0
1604050293600,0
1604050304400,0
1604050315200,0
1604050322400,0
1604050333200,0
1604050344000,0
1604050354800,0
1604050365600,0
1604050372800,0
1604050383600,0
1604050394400,0
1604050405200,0
1604050412400,0
1604050423200,0
1604050434000,0
1604050444800,0
1604050452000,0
1604050462800,0
1604050484400,0
1604050495200,0
1604050502400,0
1604050513200,0
1604050524000,0
1604050534800,0
1604050542000,0
1604050552800,0
1604050563600,0
1604050574400,0
1604050585200,0
1604050592400,0
1604050603200,0
1604050614000,0
1604050624800,0
1604050632000,0
1604050642800,0
1604050653600,0
1604050664400,0
1604050671600,0
1604050682400,0
1604050693200,0
1604050704000,0
1604050714800,0
1604050722000,0
1604050732800,0
1604050743600,0
1604050754400,0
1604050761600,0
1604050772400,0
1604050783200,0
1604050794000,0
1604050804800,0
1604050812000,0
1604050822800,0
1604050833600,0
1604050844400,0
1604050855200,0
1604050862400,0
1604050873200,0
1604050884000,0
1604050894800,0
1604050912800,0
1604050923600,0
1604050934400,0
1604050945200,0
1604050952400,0
1604050963200,0
1604050974000,0
1604050984800,0
1604050992000,0
1604051002800,0
1604051013600,0
1604051024400,0
1604051035200,0
1604051042400,0
1604051053200,0
1604051064000,0
1604051074800,0
1604051085600,0
1604051092800,0
1604051103600,0
1604051114400,0
1604051121600,0
1604051132400,0
1604051143200,0
1604051154000,0
1604051164800,0
1604051172000,0
1604051182800,0
1604051193600,0
1604051204400,0
1604051211600,0
1604051222400,0
1604051240400,0
1604051244000,0
1604051254800,0
1604051262000,0
1604051272800,0
1604051283600,0
1604051294400,0
1604051301600,0
1604051312400,0
1604051323200,0
1604051334000,0
1604051344800,0
1604051352000,0
1604051362800,0
1604051373600,0
1604051384400,0
1604051391600,0
1604051402400,0
1604051413200,0
1604051424000,0
1604051434800,0
1604051442000,0
1604051452800,0
1604051463600,0
1604051474400,0
1604051488800,0
1604051492400,0
1604051503200,0
1604051514000,0
1604051524800,0
1604051532000,0
1604051542800,0
1604051553600,0
1604051564400,0
1604051575200,0
1604051582400,0
1604051593200,0
1604051604000,0
1604051614800,0
1604051625600,0
1604051632800,0
1604051650800,0
1604051654400,0
1604051665200,0
1604051672400,0
1604051683200,0
1604051694000,0
1604051704800,0
1604051712000,0
1604051722800,0
1604051733600,0
1604051744400,0
1604051755200,0
1604051762400,0
1604051773200,0
1604051784000,0
1604051794800,0
1604051802000,0
1604051812800,0
1604051823600,0
1604051834400,0
1604051845200,0
1604051852400,0
1604051863200,0
1604051874000,0
1604051884800,0
1604051895600,0
1604051902800,0
1604051913600,0
1604051924400,0
1604051935200,0
1604051942400,0
1604051953200,0
1604051964000,0.142638
1604051974800,1.538847
1604051985600,1.522389
1604051992800,0.238645
1604052003600,0
1604052014400,0
1604052025200,0
1604052032400,0
1604052043200,0
1604052054000,0
1604052064800,0
1604052075600,0
1604052082800,0
1604052093600,0
1604052104400,0
1604052115200,0
1604052122400,0
1604052133200,0
1604052144000,0
1604052162000,0
1604052165600,0
1604052172800,0
1604052183600,0
1604052194400,0
1604052205200,0
1604052212400,0
1604052223200,0
1604052234000,0
1604052244800,0
1604052252000,0
1604052262800,0
1604052273600,0
1604052284400,0
1604052295200,0
1604052302400,0
1604052313200,0
1604052324000,0
1604052334800,0
1604052342000,0
1604052352800,0
1604052363600,0
1604052374400,0
1604052381600,0
1604052392400,0
1604052403200,0
1604052414000,0
1604052424800,0
1604052432000,0
1604052442800,0
1604052453600,0
1604052464400,0
1604052471600,0
1604052482400,0
1604052493200,0
1604052504000,0
1604052514800,0
1604052522000,0
1604052532800,0
1604052543600,0
1604052554400,0
1604052561600,0
1604052572400,0
1604052583200,0
1604052594000,0
1604052604800,0
1604052612000,0
1604052622800,0
1604052633600,0
1604052644400,0
1604052655200,0
1604052662400,0
1604052684000,0
1604052694800,0
1604052705600,0
1604052712800,0
1604052723600,0
1604052734400,0
1604052745200,0
1604052752400,0
1604052763200,0
1604052774000,0
1604052784800,0
1604052795600,0
1604052802800,0
1604052813600,0
1604052824400,0
1604052835200,0
1604052842400,0
1604052853200,0
1604052864000,0
1604052874800,0
1604052882000,0
1604052892800,0
1604052903600,0
1604052914400,0
1604052925200,0
1604052932400,0
1604052943200,0
1604052954000,0
1604052964800,0
1604052975600,0
1604052982800,0
1604052993600,0
1604053004400,0
1604053015200,0
1604053022400,0
1604053033200,0
1604053044000,0
1604053054800,0
1604053065600,0
1604053072800,0
1604053083600,0
1604053105200,0
1604053112400,0
1604053123200,0
1604053134000,0
1604053144800,0
1604053152000,0
1604053162800,0
1604053173600,0
1604053184400,0
1604053191600,0
1604053202400,0
1604053213200,0
1604053224000,0
1604053234800,0
1604053242000,0
1604053252800,0
1604053263600,0
1604053274400,0
1604053281600,0
1604053292400,0
1604053303200,0
1604053314000,0
1604053324800,0
1604053332000,0
1604053342800,0
1604053353600,0
1604053364400,0
1604053375200,0
1604053382400,0
1604053393200,0
1604053404000,0
1604053414800,0
1604053422000,0
1604053432800,0
1604053443600,0
1604053454400,0
1604053465200,0
1604053472400,0
1604053483200,0
1604053494000,0
1604053504800,0
1604053515600,0
1604053522800,0
1604053533600,0
1604053544400,0
1604053555200,0
1604053562400,0
1604053573200,0
1604053584000,0
1604053594800,0
1604053602000,0
1604053612800,0
1604053623600,0
1604053634400,0
1604053652400,0
1604053663200,0
1604053674000,0
1604053684800,0
1604053692000,0
1604053702800,0
1604053713600,0
1604053724400,0
1604053731600,0
1604053742400,0
1604053753200,0
1604053764000,0
1604053774800,0
1604053782000,0
1604053792800,0
1604053803600,0
1604053814400,0
1604053821600,0
1604053832400,0
1604053843200,0
1604053854000,0
1604053864800,0
1604053872000,0
1604053882800,0
1604053893600,0
1604053904400,0
1604053911600,0
1604053922400,0
1604053933200,0
1604053944000,0
1604053954800,0
1604053962000,0
1604053972800,0
1604053983600,0
1604053994400,0
1604054005200,0
1604054012400,0
1604054023200,0
1604054034000,0
1604054044800,0
1604054052000,0
1604054062800,0
1604054073600,0
1604054084400,0
1604054095200,0
1604054102400,0
1604054113200,0
1604054124000,0
1604054134800,0
1604054145600,0
1604054152800,0
1604054163600,0
1604054174400,0
1604054185200,0
1604054192400,0
1604054203200,0
1604054214000,0
1604054224800,0
1604054235600,0
1604054242800,0
1604054253600,0
